trainging stage [0/100 1600] Train Loss: 0.006019916385412216
trainging stage [0/100 3200] Train Loss: 0.0037890831008553505
trainging stage [0/100 4800] Train Loss: 0.0022974982857704163
trainging stage [0/100 6400] Train Loss: 0.002942293183878064
trainging stage [0/100 8000] Train Loss: 0.0013426488731056452
trainging stage [0/100 9600] Train Loss: 0.0030995924025774
trainging stage [0/100 11200] Train Loss: 0.0032012355513870716
trainging stage [0/100 12800] Train Loss: 0.00124740123283118
trainging stage [0/100 14400] Train Loss: 0.0026364256627857685
trainging stage [0/100 16000] Train Loss: 0.0014976573875173926
trainging stage [0/100 17600] Train Loss: 0.002833832520991564
trainging stage [0/100 19200] Train Loss: 0.0019297455437481403
trainging stage [0/100 20800] Train Loss: 0.0014263571938499808
trainging stage [0/100 22400] Train Loss: 0.0024689664132893085
trainging stage [0/100 24000] Train Loss: 0.002080967416986823
trainging stage [0/100 25600] Train Loss: 0.002256684470921755
trainging stage [0/100 27200] Train Loss: 0.0016912081046029925
trainging stage [0/100 28800] Train Loss: 0.0013911372516304255
trainging stage [0/100 30400] Train Loss: 0.002926519373431802
trainging stage [0/100 32000] Train Loss: 0.0014013267355039716
trainging stage [0/100 33600] Train Loss: 0.0009232978918589652
trainging stage [0/100 35200] Train Loss: 0.001972372177988291
trainging stage [0/100 36800] Train Loss: 0.0011513471836224198
trainging stage [0/100 38400] Train Loss: 0.0017025445122271776
trainging stage [0/100 40000] Train Loss: 0.0012960258172824979
trainging stage [0/100 41600] Train Loss: 0.001948431134223938
trainging stage [0/100 43200] Train Loss: 0.0012250172439962626
trainging stage [0/100 44800] Train Loss: 0.0019246629672124982
trainging stage [0/100 46400] Train Loss: 0.0008921919506974518
trainging stage [0/100 48000] Train Loss: 0.0018387918826192617
trainging stage [0/100 49600] Train Loss: 0.0004799057205673307
trainging stage [0/100 51200] Train Loss: 0.0006667604320682585
trainging stage [0/100 52800] Train Loss: 0.0006540066679008305
trainging stage [0/100 54400] Train Loss: 0.0006034874822944403
trainging stage [0/100 56000] Train Loss: 0.0007014553993940353
trainging stage [0/100 57600] Train Loss: 0.0014430754818022251
trainging stage [0/100 59200] Train Loss: 0.0010741971200332046
trainging stage [0/100 60800] Train Loss: 0.0012844920856878161
trainging stage [0/100 62400] Train Loss: 0.0011676623253151774
trainging stage [0/100 64000] Train Loss: 0.0008340933127328753
trainging stage [0/100 65600] Train Loss: 0.0009470923687331378
trainging stage [0/100 67200] Train Loss: 0.00093301065498963
trainging stage [0/100 68800] Train Loss: 0.0005564428283832967
trainging stage [0/100 70400] Train Loss: 0.0005685475771315396
trainging stage [0/100 72000] Train Loss: 0.0007335322443395853
trainging stage [0/100 73600] Train Loss: 0.000930067035369575
trainging stage [0/100 75200] Train Loss: 0.0010977470083162189
trainging stage [0/100 76800] Train Loss: 0.0005464854766614735
trainging stage [0/100 78400] Train Loss: 0.0010520955547690392
trainging stage [0/100 80000] Train Loss: 0.001237788936123252
trainging stage [0/100 81600] Train Loss: 0.0008702167542651296
trainging stage [0/100 83200] Train Loss: 0.0008848092402331531
trainging stage [0/100 84800] Train Loss: 0.0004544876574072987
trainging stage [0/100 86400] Train Loss: 0.0007876768941059709
trainging stage [0/100 88000] Train Loss: 0.00032597273821011186
trainging stage [0/100 89600] Train Loss: 0.000947191787417978
30.185587311710364    0.8942489014752456 ---0.705653190612793
31.917918077893603    0.8996758123069942 ---0.4711282253265381
30.934011254674324    0.9214899584697579 ---0.4699695110321045
30.160023493395705    0.7895690391012399 ---0.469357967376709
24.0005298958334    0.6495637477679194 ---0.4718058109283447
31.802497964164054    0.9303200893083907 ---0.4712991714477539
32.23016659423723    0.9270446397202019 ---0.47023653984069824
37.675424480956664    0.9693034900678443 ---0.46889281272888184
31.873580578440084    0.9113719999542566 ---0.47005796432495117
34.56642167552731    0.9101011792778064 ---0.4692220687866211
31.287705563126504    0.9095720425689284 ---0.47129201889038086
30.32956229617635    0.8002595575402458 ---0.47065234184265137
35.82801285299211    0.9406002592003171 ---0.47009801864624023
31.245396363683177    0.8875279589377201 ---0.4689943790435791
29.584071446476585    0.8621992026038268 ---0.4706547260284424
30.176756130738582    0.9155885300711407 ---0.46782636642456055
25.439355195821154    0.8431480004393175 ---0.4743049144744873
26.272709266216438    0.8126152078016304 ---0.47132182121276855
31.643244984090437    0.8558965251275176 ---0.46779751777648926
40.85487747046589    0.9704291552501237 ---0.46646952629089355
34.084831447877555    0.9371895225540018 ---0.46938037872314453
38.439002334684275    0.9743098004613048 ---0.46857213973999023
35.22466149149909    0.9376413549377987 ---0.46987152099609375
27.28814071438274    0.8032201903888353 ---0.47387242317199707
34.87495353308704    0.915505645603033 ---0.4687042236328125
29.660409448015944    0.8773824792830438 ---0.4700803756713867
30.235623525862785    0.8744973921431599 ---0.4695258140563965
31.376494438655165    0.85284542047285 ---0.4706106185913086
30.269096908455456    0.8642931720921758 ---0.47173047065734863
34.9295666779196    0.9005265330128571 ---0.46860790252685547
35.29576546362867    0.9369701210777993 ---0.4691643714904785
26.722048654601526    0.8560394829940308 ---0.47145795822143555
26.07059065028766    0.8639562546967141 ---0.4747788906097412
45.14888470266122    0.9890375401165128 ---0.46527671813964844
33.237871589361035    0.9232188624242805 ---0.46959924697875977
30.0912654933163    0.8424998286662024 ---0.47141599655151367
28.680719108581968    0.8954513520493612 ---0.4719381332397461
38.1909363133626    0.9752134479364173 ---0.46761083602905273
33.645176502582586    0.9069464797556904 ---0.46830201148986816
35.29136071812188    0.9086548784303137 ---0.4668703079223633
34.32301175634304    0.8925689995857623 ---0.46791529655456543
35.46261823710807    0.9087048736269487 ---0.46581578254699707
31.264357140922456    0.8811839282729336 ---0.4694352149963379
24.397672147447086    0.7460323898326596 ---0.47267889976501465
31.076516684694656    0.8956009874557044 ---0.4711282253265381
34.1232960689444    0.9326116472346743 ---0.4710993766784668
36.425518402193845    0.9100473194427647 ---0.46712684631347656
36.952202351170534    0.9321380558874846 ---0.46616101264953613
29.49139080919368    0.8919977808251052 ---0.46946096420288086
29.303182052616425    0.8540238956914835 ---0.4701697826385498
36.12889683844729    0.9252393555228603 ---0.4675905704498291
33.700403652214156    0.9609186797005365 ---0.47089219093322754
29.49223017933736    0.8734140864290928 ---0.47109389305114746
28.15584476831003    0.8637318408460594 ---0.473158597946167
38.97498137519922    0.9462726705467912 ---0.4667549133300781
28.24007717988501    0.8615513839572412 ---0.46969103813171387
34.00630204533754    0.9590412421585405 ---0.46947574615478516
32.046770526542815    0.8981472747632894 ---0.4687838554382324
30.026621295361892    0.878627106602674 ---0.47029614448547363
32.60378169308359    0.8939098893861842 ---0.46796107292175293
41.451861870189326    0.9799819517127811 ---0.4694399833679199
34.215943678212106    0.9279360964980652 ---0.4704160690307617
31.82253583170833    0.8749380702480921 ---0.46927666664123535
30.202981133407242    0.7300334074332516 ---0.4675455093383789
31.9157769355296    0.9007750189053689 ---0.4704122543334961
39.53999945830021    0.9491460103449583 ---0.4701883792877197
28.68915506198087    0.9084288411743155 ---0.469592809677124
30.514806389602178    0.9039488659075052 ---0.4728260040283203
24.86404287045339    0.7864781416623742 ---0.47446656227111816
35.805610428888095    0.9467479547551865 ---0.46971702575683594
23.430044385145877    0.7850924833152209 ---0.47303342819213867
37.58253680342057    0.9539739408602983 ---0.4640986919403076
35.0911552726535    0.9334319787033544 ---0.4687941074371338
32.82641022099523    0.9058441129418912 ---0.47065043449401855
32.560166900561136    0.9474652078921957 ---0.4677555561065674
33.2336305840418    0.9433339093146275 ---0.47022485733032227
31.318261645946794    0.9314277958814801 ---0.4714670181274414
27.757957249123564    0.7849287684901323 ---0.47089290618896484
30.226505037721992    0.8940789453399475 ---0.47297024726867676
27.33247361283846    0.8936574938278196 ---0.47179436683654785
